journey_id,start_time,end_time,duration_total_s,n_events,n_zones_visited,zones_sequence,start_zone,end_zone,gender,age_range,completed,day_of_week,hour_of_day,stitch_confidence
J022564,2025-03-12 11:20:36,2025-03-12 11:22:24,108,4,3,Z_C2;Z_E2;Z_C3;Z_E2,Z_C2,Z_E2,F,middle_aged,True,2,11,1.0
J022594,2025-03-12 11:22:17,2025-03-12 11:22:29,12,4,1,Z_C2,Z_C2,Z_C2,M,teenager,True,2,11,1.0
J022579,2025-03-12 11:21:16,2025-03-12 11:22:36,80,3,2,Z_C1;Z_S7,Z_C1,Z_S7,M,young_adult,True,2,11,1.0
J022556,2025-03-12 11:20:09,2025-03-12 11:22:38,149,3,2,Z_S6;Z_N4,Z_S6,Z_N4,F,adult,True,2,11,1.0
J022583,2025-03-12 11:21:26,2025-03-12 11:22:38,72,5,5,Z_C1;Z_N8;Z_CK;Z_N3;Z_N1,Z_C1,Z_N1,M,adult,True,2,11,1.0
J022582,2025-03-12 11:21:23,2025-03-12 11:22:41,78,2,2,Z_E1;Z_N6,Z_E1,Z_N6,M,young_adult,True,2,11,1.0
J022577,2025-03-12 11:21:09,2025-03-12 11:22:41,92,2,1,Z_C3,Z_C3,Z_C3,F,middle_aged,True,2,11,1.0
J022576,2025-03-12 11:21:05,2025-03-12 11:22:41,96,4,3,Z_CK;Z_N4;Z_E2,Z_CK,Z_E2,F,young_adult,True,2,11,1.0
J022559,2025-03-12 11:20:20,2025-03-12 11:22:44,144,2,2,Z_C2;Z_N1,Z_C2,Z_N1,F,adult,True,2,11,1.0
J022597,2025-03-12 11:22:23,2025-03-12 11:22:45,22,2,1,Z_C2,Z_C2,Z_C2,M,teenager,True,2,11,1.0
J022593,2025-03-12 11:22:16,2025-03-12 11:22:49,33,3,1,Z_C1,Z_C1,Z_C1,F,senior,True,2,11,1.0
J022568,2025-03-12 11:20:45,2025-03-12 11:22:54,129,2,2,Z_N4;Z_S6,Z_N4,Z_S6,F,adult,True,2,11,1.0
J022588,2025-03-12 11:21:55,2025-03-12 11:23:01,66,3,2,Z_S7;Z_C2,Z_S7,Z_C2,M,young_adult,True,2,11,1.0
J022604,2025-03-12 11:22:51,2025-03-12 11:23:06,15,3,1,Z_E1,Z_E1,Z_E1,F,child,True,2,11,1.0
J022590,2025-03-12 11:22:00,2025-03-12 11:23:07,67,2,2,Z_N4;Z_C1,Z_N4,Z_C1,F,young_adult,True,2,11,1.0
J022603,2025-03-12 11:22:49,2025-03-12 11:23:07,18,2,1,Z_C2,Z_C2,Z_C2,M,young_adult,True,2,11,1.0
J022585,2025-03-12 11:21:36,2025-03-12 11:23:10,94,3,2,Z_N3;Z_C2;Z_N3,Z_N3,Z_N3,M,adult,True,2,11,1.0
J022581,2025-03-12 11:21:22,2025-03-12 11:23:15,113,3,3,Z_C2;Z_N8;Z_S3,Z_C2,Z_S3,F,middle_aged,True,2,11,1.0
J022602,2025-03-12 11:22:44,2025-03-12 11:23:15,31,4,2,Z_C1;Z_C3;Z_C1,Z_C1,Z_C1,M,teenager,True,2,11,1.0
J022578,2025-03-12 11:21:13,2025-03-12 11:23:23,130,4,4,Z_C2;Z_N5;Z_S4;Z_N6,Z_C2,Z_N6,M,middle_aged,True,2,11,1.0
J022611,2025-03-12 11:23:09,2025-03-12 11:23:26,17,2,1,Z_C3,Z_C3,Z_C3,M,teenager,True,2,11,1.0
J022598,2025-03-12 11:22:24,2025-03-12 11:23:27,63,3,2,Z_N8;Z_C2,Z_N8,Z_C2,M,adult,True,2,11,1.0
J022614,2025-03-12 11:23:16,2025-03-12 11:23:29,13,3,1,Z_C1,Z_C1,Z_C1,F,child,True,2,11,1.0
J022586,2025-03-12 11:21:42,2025-03-12 11:23:30,108,2,2,Z_N7;Z_N5,Z_N7,Z_N5,F,middle_aged,True,2,11,1.0
J022573,2025-03-12 11:21:00,2025-03-12 11:23:30,150,5,4,Z_C1;Z_C2;Z_N10;Z_S3,Z_C1,Z_S3,F,adult,True,2,11,1.0
J022596,2025-03-12 11:22:23,2025-03-12 11:23:33,70,2,2,Z_E2;Z_N4,Z_E2,Z_N4,F,young_adult,True,2,11,1.0
J022584,2025-03-12 11:21:34,2025-03-12 11:23:34,120,2,2,Z_S6;Z_C2,Z_S6,Z_C2,F,adult,True,2,11,1.0
J022608,2025-03-12 11:23:01,2025-03-12 11:23:34,33,2,1,Z_C2,Z_C2,Z_C2,F,adult,True,2,11,1.0
J022589,2025-03-12 11:21:56,2025-03-12 11:23:35,99,2,2,Z_C3;Z_N5,Z_C3,Z_N5,M,middle_aged,True,2,11,1.0
J022613,2025-03-12 11:23:12,2025-03-12 11:23:40,28,3,1,Z_C2,Z_C2,Z_C2,F,senior,True,2,11,1.0
J022591,2025-03-12 11:22:05,2025-03-12 11:23:44,99,2,2,Z_E2;Z_N8,Z_E2,Z_N8,F,middle_aged,True,2,11,1.0
J022606,2025-03-12 11:22:57,2025-03-12 11:23:45,48,4,3,Z_C2;Z_C1;Z_C3;Z_C1,Z_C2,Z_C1,M,young_adult,True,2,11,1.0
J022616,2025-03-12 11:23:27,2025-03-12 11:23:45,18,2,2,Z_C1;Z_C3,Z_C1,Z_C3,M,young_adult,True,2,11,1.0
J022599,2025-03-12 11:22:25,2025-03-12 11:23:49,84,2,2,Z_N3;Z_CK,Z_N3,Z_CK,M,adult,True,2,11,1.0
J022620,2025-03-12 11:23:40,2025-03-12 11:23:54,14,3,1,Z_E2,Z_E2,Z_E2,M,senior,True,2,11,1.0
J022600,2025-03-12 11:22:26,2025-03-12 11:23:59,93,3,3,Z_CK;Z_C1;Z_C2,Z_CK,Z_C2,M,adult,True,2,11,1.0
J022610,2025-03-12 11:23:07,2025-03-12 11:24:01,54,4,2,Z_C2;Z_C1;Z_C2,Z_C2,Z_C2,F,adult,True,2,11,1.0
J022625,2025-03-12 11:23:49,2025-03-12 11:24:07,18,3,1,Z_C2,Z_C2,Z_C2,F,child,True,2,11,1.0
J022605,2025-03-12 11:22:57,2025-03-12 11:24:11,74,4,3,Z_C1;Z_C2;Z_N8;Z_C2,Z_C1,Z_C2,F,young_adult,True,2,11,1.0
J022595,2025-03-12 11:22:23,2025-03-12 11:24:15,112,4,3,Z_N5;Z_N9;Z_C2,Z_N5,Z_C2,M,middle_aged,True,2,11,1.0
J022634,2025-03-12 11:24:07,2025-03-12 11:24:17,10,2,1,Z_C3,Z_C3,Z_C3,F,senior,True,2,11,1.0
J022635,2025-03-12 11:24:09,2025-03-12 11:24:18,9,2,1,Z_C1,Z_C1,Z_C1,M,senior,True,2,11,1.0
J022609,2025-03-12 11:23:03,2025-03-12 11:24:19,76,3,3,Z_C2;Z_E2;Z_C1,Z_C2,Z_C1,M,adult,True,2,11,1.0
J022592,2025-03-12 11:22:13,2025-03-12 11:24:20,127,5,4,Z_C3;Z_C2;Z_N9;Z_N10;Z_C2,Z_C3,Z_C2,F,middle_aged,True,2,11,1.0
J022612,2025-03-12 11:23:11,2025-03-12 11:24:21,70,4,3,Z_N10;Z_C1;Z_C3;Z_C1,Z_N10,Z_C1,F,adult,True,2,11,1.0
J022621,2025-03-12 11:23:41,2025-03-12 11:24:22,41,2,2,Z_C2;Z_C1,Z_C2,Z_C1,F,adult,True,2,11,1.0
J022615,2025-03-12 11:23:26,2025-03-12 11:24:27,61,2,2,Z_C2;Z_E2,Z_C2,Z_E2,M,adult,True,2,11,1.0
J022607,2025-03-12 11:22:58,2025-03-12 11:24:35,97,2,1,Z_N8,Z_N8,Z_N8,F,middle_aged,True,2,11,1.0
J022617,2025-03-12 11:23:33,2025-03-12 11:24:35,62,4,4,Z_C3;Z_S1;Z_N5;Z_N3,Z_C3,Z_N3,M,young_adult,True,2,11,1.0
J022630,2025-03-12 11:23:56,2025-03-12 11:24:44,48,3,3,Z_C1;Z_S7;Z_C3,Z_C1,Z_C3,F,adult,True,2,11,1.0
J022623,2025-03-12 11:23:48,2025-03-12 11:24:48,60,2,1,Z_N9,Z_N9,Z_N9,F,middle_aged,True,2,11,1.0
J022601,2025-03-12 11:22:32,2025-03-12 11:24:49,137,3,2,Z_S4;Z_C1,Z_S4,Z_C1,M,middle_aged,True,2,11,1.0
J022619,2025-03-12 11:23:39,2025-03-12 11:24:51,72,3,2,Z_C2;Z_C3,Z_C2,Z_C3,F,young_adult,True,2,11,1.0
J022628,2025-03-12 11:23:54,2025-03-12 11:24:54,60,2,2,Z_S1;Z_C2,Z_S1,Z_C2,M,young_adult,True,2,11,1.0
J022626,2025-03-12 11:23:50,2025-03-12 11:24:56,66,4,2,Z_C1;Z_CK;Z_C1,Z_C1,Z_C1,M,adult,True,2,11,1.0
J022638,2025-03-12 11:24:14,2025-03-12 11:24:58,44,2,2,Z_E2;Z_N3,Z_E2,Z_N3,M,adult,True,2,11,1.0
J022624,2025-03-12 11:23:49,2025-03-12 11:25:05,76,3,2,Z_C2;Z_C3;Z_C2,Z_C2,Z_C2,F,middle_aged,True,2,11,1.0
J022643,2025-03-12 11:24:36,2025-03-12 11:25:06,30,3,1,Z_C3,Z_C3,Z_C3,F,child,True,2,11,1.0
J022622,2025-03-12 11:23:45,2025-03-12 11:25:07,82,2,2,Z_N8;Z_CK,Z_N8,Z_CK,F,young_adult,True,2,11,1.0
J022632,2025-03-12 11:24:00,2025-03-12 11:25:10,70,2,2,Z_N10;Z_C3,Z_N10,Z_C3,F,middle_aged,True,2,11,1.0
J022639,2025-03-12 11:24:22,2025-03-12 11:25:12,50,2,2,Z_C1;Z_N8,Z_C1,Z_N8,M,adult,True,2,11,1.0
J022633,2025-03-12 11:24:07,2025-03-12 11:25:23,76,4,4,Z_C1;Z_CK;Z_N9;Z_S6,Z_C1,Z_S6,F,adult,True,2,11,1.0
J022642,2025-03-12 11:24:35,2025-03-12 11:25:36,61,4,3,Z_C3;Z_N9;Z_E2,Z_C3,Z_E2,F,young_adult,True,2,11,1.0
J022618,2025-03-12 11:23:34,2025-03-12 11:25:38,124,4,2,Z_S3;Z_N1;Z_S3,Z_S3,Z_S3,M,teenager,True,2,11,1.0
J022637,2025-03-12 11:24:13,2025-03-12 11:25:41,88,2,2,Z_C3;Z_CK,Z_C3,Z_CK,F,adult,True,2,11,1.0
J022636,2025-03-12 11:24:12,2025-03-12 11:25:49,97,3,2,Z_N5;Z_C1,Z_N5,Z_C1,M,young_adult,True,2,11,1.0
J022648,2025-03-12 11:24:52,2025-03-12 11:25:49,57,5,4,Z_C3;Z_N4;Z_C1;Z_N3;Z_C1,Z_C3,Z_C1,F,middle_aged,True,2,11,1.0
J022641,2025-03-12 11:24:29,2025-03-12 11:25:57,88,5,4,Z_CK;Z_S6;Z_N7;Z_C2,Z_CK,Z_C2,M,adult,True,2,11,1.0
J022650,2025-03-12 11:24:55,2025-03-12 11:25:58,63,2,2,Z_C2;Z_N4,Z_C2,Z_N4,F,middle_aged,True,2,11,1.0
J022631,2025-03-12 11:23:57,2025-03-12 11:26:02,125,3,2,Z_N1;Z_C2,Z_N1,Z_C2,M,teenager,True,2,11,1.0
J022627,2025-03-12 11:23:53,2025-03-12 11:26:03,130,3,3,Z_N9;Z_S2;Z_S4,Z_N9,Z_S4,M,middle_aged,True,2,11,1.0
J022644,2025-03-12 11:24:39,2025-03-12 11:26:04,85,3,3,Z_S7;Z_C2;Z_E1,Z_S7,Z_E1,F,adult,True,2,11,1.0
J022649,2025-03-12 11:24:52,2025-03-12 11:26:07,75,3,1,Z_S5,Z_S5,Z_S5,M,senior,True,2,11,1.0
J022661,2025-03-12 11:25:41,2025-03-12 11:26:09,28,3,1,Z_N5,Z_N5,Z_N5,F,child,True,2,11,1.0
J022645,2025-03-12 11:24:42,2025-03-12 11:26:09,87,2,2,Z_CK;Z_C2,Z_CK,Z_C2,F,adult,True,2,11,1.0
J022653,2025-03-12 11:25:07,2025-03-12 11:26:10,63,2,2,Z_S6;Z_E2,Z_S6,Z_E2,M,adult,True,2,11,1.0
J022657,2025-03-12 11:25:23,2025-03-12 11:26:17,54,2,2,Z_N7;Z_C1,Z_N7,Z_C1,M,adult,True,2,11,1.0
J022654,2025-03-12 11:25:13,2025-03-12 11:26:17,64,3,3,Z_N4;Z_CK;Z_N7,Z_N4,Z_N7,F,middle_aged,True,2,11,1.0
J022629,2025-03-12 11:23:56,2025-03-12 11:26:18,142,2,2,Z_C2;Z_N1,Z_C2,Z_N1,M,middle_aged,True,2,11,1.0
J022655,2025-03-12 11:25:20,2025-03-12 11:26:22,62,2,2,Z_N9;Z_N8,Z_N9,Z_N8,F,young_adult,True,2,11,1.0
J022663,2025-03-12 11:25:47,2025-03-12 11:26:24,37,3,2,Z_C2;Z_C1,Z_C2,Z_C1,M,teenager,True,2,11,1.0
J022640,2025-03-12 11:24:24,2025-03-12 11:26:40,136,3,2,Z_C1;Z_C2,Z_C1,Z_C2,M,middle_aged,True,2,11,1.0
J022651,2025-03-12 11:24:59,2025-03-12 11:26:49,110,3,3,Z_N9;Z_C3;Z_N10,Z_N9,Z_N10,F,adult,True,2,11,1.0
J022660,2025-03-12 11:25:27,2025-03-12 11:26:52,85,3,3,Z_C2;Z_S3;Z_C1,Z_C2,Z_C1,M,adult,True,2,11,1.0
J022664,2025-03-12 11:25:57,2025-03-12 11:26:59,62,3,3,Z_C2;Z_E1;Z_C3,Z_C2,Z_C3,F,adult,True,2,11,1.0
J022658,2025-03-12 11:25:24,2025-03-12 11:26:59,95,2,2,Z_E2;Z_C2,Z_E2,Z_C2,F,young_adult,True,2,11,1.0
J022665,2025-03-12 11:25:59,2025-03-12 11:27:09,70,2,1,Z_E1,Z_E1,Z_E1,F,adult,True,2,11,1.0
J022659,2025-03-12 11:25:26,2025-03-12 11:27:20,114,4,4,Z_C1;Z_N10;Z_N8;Z_CK,Z_C1,Z_CK,F,middle_aged,True,2,11,1.0
J022652,2025-03-12 11:25:04,2025-03-12 11:27:20,136,4,3,Z_S2;Z_N9;Z_C3;Z_N9,Z_S2,Z_N9,M,middle_aged,True,2,11,1.0
J022646,2025-03-12 11:24:44,2025-03-12 11:27:21,157,3,3,Z_C2;Z_S7;Z_N5,Z_C2,Z_N5,M,young_adult,True,2,11,1.0
J022673,2025-03-12 11:26:26,2025-03-12 11:27:22,56,2,2,Z_C2;Z_C3,Z_C2,Z_C3,M,middle_aged,True,2,11,1.0
J022676,2025-03-12 11:26:32,2025-03-12 11:27:23,51,2,2,Z_C3;Z_N9,Z_C3,Z_N9,F,adult,True,2,11,1.0
J022662,2025-03-12 11:25:42,2025-03-12 11:27:24,102,2,2,Z_N3;Z_N8,Z_N3,Z_N8,F,middle_aged,True,2,11,1.0
J022685,2025-03-12 11:27:18,2025-03-12 11:27:25,7,2,1,Z_E1,Z_E1,Z_E1,M,child,True,2,11,1.0
J022681,2025-03-12 11:26:49,2025-03-12 11:27:26,37,2,2,Z_C2;Z_C1,Z_C2,Z_C1,F,young_adult,True,2,11,1.0
J022666,2025-03-12 11:26:01,2025-03-12 11:27:34,93,3,3,Z_E2;Z_S1;Z_N7,Z_E2,Z_N7,M,adult,True,2,11,1.0
J022667,2025-03-12 11:26:02,2025-03-12 11:27:38,96,3,2,Z_CK;Z_E2,Z_CK,Z_E2,F,middle_aged,True,2,11,1.0
J022671,2025-03-12 11:26:18,2025-03-12 11:27:39,81,2,2,Z_N10;Z_E2,Z_N10,Z_E2,F,middle_aged,True,2,11,1.0
J022678,2025-03-12 11:26:43,2025-03-12 11:27:48,65,4,3,Z_N9;Z_C2;Z_N2;Z_N9,Z_N9,Z_N9,M,middle_aged,True,2,11,1.0
J022674,2025-03-12 11:26:28,2025-03-12 11:27:49,81,3,3,Z_N8;Z_N5;Z_N3,Z_N8,Z_N3,F,middle_aged,True,2,11,1.0
J022669,2025-03-12 11:26:13,2025-03-12 11:27:51,98,3,3,Z_C1;Z_CK;Z_N1,Z_C1,Z_N1,M,teenager,True,2,11,1.0
J022656,2025-03-12 11:25:21,2025-03-12 11:27:52,151,3,3,Z_C1;Z_C2;Z_S1,Z_C1,Z_S1,M,young_adult,True,2,11,1.0
J022683,2025-03-12 11:26:59,2025-03-12 11:27:56,57,3,3,Z_C3;Z_E2;Z_C2,Z_C3,Z_C2,M,middle_aged,True,2,11,1.0
J022668,2025-03-12 11:26:08,2025-03-12 11:27:57,109,3,2,Z_C1;Z_E2,Z_C1,Z_E2,M,adult,True,2,11,1.0
J022700,2025-03-12 11:27:52,2025-03-12 11:28:01,9,2,1,Z_C1,Z_C1,Z_C1,M,child,True,2,11,1.0
J022691,2025-03-12 11:27:33,2025-03-12 11:28:02,29,2,2,Z_N2;Z_E2,Z_N2,Z_E2,M,middle_aged,True,2,11,1.0
J022675,2025-03-12 11:26:31,2025-03-12 11:28:02,91,2,1,Z_S3,Z_S3,Z_S3,M,adult,True,2,11,1.0
J022672,2025-03-12 11:26:22,2025-03-12 11:28:02,100,2,1,Z_S7,Z_S7,Z_S7,M,young_adult,True,2,11,1.0
J022696,2025-03-12 11:27:46,2025-03-12 11:28:04,18,2,1,Z_C2,Z_C2,Z_C2,M,young_adult,True,2,11,1.0
J022686,2025-03-12 11:27:19,2025-03-12 11:28:07,48,3,2,Z_E2;Z_E1,Z_E2,Z_E1,F,middle_aged,True,2,11,1.0
J022690,2025-03-12 11:27:31,2025-03-12 11:28:08,37,2,2,Z_E2;Z_C1,Z_E2,Z_C1,F,middle_aged,True,2,11,1.0
J022682,2025-03-12 11:26:52,2025-03-12 11:28:11,79,6,5,Z_E1;Z_N3;Z_N10;Z_C1;Z_C2,Z_E1,Z_C2,F,adult,True,2,11,1.0
J022688,2025-03-12 11:27:20,2025-03-12 11:28:13,53,2,2,Z_N3;Z_C1,Z_N3,Z_C1,F,adult,True,2,11,1.0
J022692,2025-03-12 11:27:37,2025-03-12 11:28:23,46,3,3,Z_C2;Z_N6;Z_C1,Z_C2,Z_C1,M,middle_aged,True,2,11,1.0
J022706,2025-03-12 11:28:11,2025-03-12 11:28:24,13,3,1,Z_C2,Z_C2,Z_C2,M,young_adult,True,2,11,1.0
J022693,2025-03-12 11:27:42,2025-03-12 11:28:27,45,3,3,Z_N5;Z_N7;Z_C1,Z_N5,Z_C1,F,middle_aged,True,2,11,1.0
J022680,2025-03-12 11:26:44,2025-03-12 11:28:27,103,4,3,Z_C1;Z_N9;Z_C2,Z_C1,Z_C2,M,adult,True,2,11,1.0
J022701,2025-03-12 11:27:53,2025-03-12 11:28:35,42,3,3,Z_E1;Z_S6;Z_N10,Z_E1,Z_N10,F,middle_aged,True,2,11,1.0
J022687,2025-03-12 11:27:20,2025-03-12 11:28:35,75,3,3,Z_S1;Z_C1;Z_S6,Z_S1,Z_S6,M,adult,True,2,11,1.0
J022708,2025-03-12 11:28:14,2025-03-12 11:28:37,23,3,1,Z_C1,Z_C1,Z_C1,M,child,True,2,11,1.0
J022695,2025-03-12 11:27:44,2025-03-12 11:28:38,54,2,2,Z_E2;Z_C1,Z_E2,Z_C1,M,adult,True,2,11,1.0
J022698,2025-03-12 11:27:49,2025-03-12 11:28:39,50,3,2,Z_E2;Z_C1,Z_E2,Z_C1,M,middle_aged,True,2,11,1.0
J022712,2025-03-12 11:28:21,2025-03-12 11:28:41,20,4,2,Z_C2;Z_C1,Z_C2,Z_C1,M,young_adult,True,2,11,1.0
J022679,2025-03-12 11:26:43,2025-03-12 11:28:45,122,3,1,Z_N3,Z_N3,Z_N3,F,child,True,2,11,1.0
J022707,2025-03-12 11:28:13,2025-03-12 11:28:53,40,4,3,Z_C1;Z_C2;Z_S3;Z_C2,Z_C1,Z_C2,M,middle_aged,True,2,11,1.0
J022684,2025-03-12 11:27:17,2025-03-12 11:28:53,96,3,3,Z_C1;Z_CK;Z_N9,Z_C1,Z_N9,F,young_adult,True,2,11,1.0
J022703,2025-03-12 11:28:01,2025-03-12 11:28:55,54,4,3,Z_N9;Z_C1;Z_S5;Z_C1,Z_N9,Z_C1,M,adult,True,2,11,1.0
J022713,2025-03-12 11:28:24,2025-03-12 11:28:55,31,2,2,Z_C1;Z_C2,Z_C1,Z_C2,M,young_adult,True,2,11,1.0
J022677,2025-03-12 11:26:38,2025-03-12 11:28:58,140,4,3,Z_CK;Z_N7;Z_E1,Z_CK,Z_E1,M,teenager,True,2,11,1.0
J022705,2025-03-12 11:28:11,2025-03-12 11:29:00,49,2,2,Z_C2;Z_CK,Z_C2,Z_CK,M,adult,True,2,11,1.0
J022689,2025-03-12 11:27:27,2025-03-12 11:29:01,94,4,3,Z_N10;Z_C1;Z_C2;Z_C1,Z_N10,Z_C1,F,adult,True,2,11,1.0
J022694,2025-03-12 11:27:43,2025-03-12 11:29:03,80,2,2,Z_C1;Z_N10,Z_C1,Z_N10,F,adult,True,2,11,1.0
J022699,2025-03-12 11:27:50,2025-03-12 11:29:04,74,2,1,Z_C2,Z_C2,Z_C2,F,adult,True,2,11,1.0
J022716,2025-03-12 11:28:27,2025-03-12 11:29:18,51,2,2,Z_C1;Z_S7,Z_C1,Z_S7,F,adult,True,2,11,1.0
J022728,2025-03-12 11:29:02,2025-03-12 11:29:25,23,3,1,Z_C1,Z_C1,Z_C1,F,child,True,2,11,1.0
J022725,2025-03-12 11:28:57,2025-03-12 11:29:27,30,5,3,Z_C3;Z_CK;Z_C3;Z_C1;Z_C3,Z_C3,Z_C3,M,young_adult,True,2,11,1.0
J022726,2025-03-12 11:28:57,2025-03-12 11:29:31,34,2,2,Z_CK;Z_C1,Z_CK,Z_C1,M,young_adult,True,2,11,1.0
J022714,2025-03-12 11:28:26,2025-03-12 11:29:33,67,4,3,Z_C1;Z_S5;Z_E1,Z_C1,Z_E1,M,adult,True,2,11,1.0
J022721,2025-03-12 11:28:43,2025-03-12 11:29:38,55,4,4,Z_C2;Z_S6;Z_N7;Z_C3,Z_C2,Z_C3,F,adult,True,2,11,1.0
J022704,2025-03-12 11:28:06,2025-03-12 11:29:39,93,3,2,Z_N7;Z_C1;Z_N7,Z_N7,Z_N7,M,teenager,True,2,11,1.0
J022702,2025-03-12 11:27:59,2025-03-12 11:29:41,102,4,3,Z_C1;Z_S4;Z_N9;Z_S4,Z_C1,Z_S4,F,middle_aged,True,2,11,1.0
J022730,2025-03-12 11:29:12,2025-03-12 11:29:41,29,3,1,Z_C2,Z_C2,Z_C2,M,child,True,2,11,1.0
J022722,2025-03-12 11:28:44,2025-03-12 11:29:46,62,3,3,Z_C1;Z_CK;Z_N9,Z_C1,Z_N9,M,adult,True,2,11,1.0
J022697,2025-03-12 11:27:49,2025-03-12 11:29:48,119,3,2,Z_CK;Z_C2,Z_CK,Z_C2,F,young_adult,True,2,11,1.0
J022718,2025-03-12 11:28:39,2025-03-12 11:29:49,70,2,2,Z_E1;Z_C1,Z_E1,Z_C1,M,teenager,True,2,11,1.0
J022711,2025-03-12 11:28:17,2025-03-12 11:29:53,96,3,2,Z_N6;Z_C3,Z_N6,Z_C3,M,middle_aged,True,2,11,1.0
J022740,2025-03-12 11:29:34,2025-03-12 11:30:00,26,3,1,Z_C2,Z_C2,Z_C2,F,child,True,2,11,1.0
J022724,2025-03-12 11:28:47,2025-03-12 11:30:01,74,3,2,Z_S5;Z_C2;Z_S5,Z_S5,Z_S5,M,adult,True,2,11,1.0
J022731,2025-03-12 11:29:13,2025-03-12 11:30:11,58,4,3,Z_C1;Z_CK;Z_N8;Z_CK,Z_C1,Z_CK,M,young_adult,True,2,11,1.0
J022736,2025-03-12 11:29:29,2025-03-12 11:30:19,50,4,3,Z_N7;Z_N4;Z_C2,Z_N7,Z_C2,F,adult,True,2,11,1.0
J022729,2025-03-12 11:29:05,2025-03-12 11:30:19,74,2,1,Z_S5,Z_S5,Z_S5,M,adult,True,2,11,1.0
J022715,2025-03-12 11:28:27,2025-03-12 11:30:25,118,3,3,Z_C1;Z_N5;Z_N6,Z_C1,Z_N6,M,middle_aged,True,2,11,1.0
J022749,2025-03-12 11:30:10,2025-03-12 11:30:27,17,3,1,Z_C3,Z_C3,Z_C3,M,child,True,2,11,1.0
J022733,2025-03-12 11:29:20,2025-03-12 11:30:32,72,3,3,Z_C2;Z_C1;Z_E1,Z_C2,Z_E1,F,young_adult,True,2,11,1.0
J022752,2025-03-12 11:30:15,2025-03-12 11:30:33,18,2,1,Z_C1,Z_C1,Z_C1,F,young_adult,True,2,11,1.0
J022732,2025-03-12 11:29:14,2025-03-12 11:30:33,79,2,2,Z_E1;Z_C2,Z_E1,Z_C2,M,adult,True,2,11,1.0
J022739,2025-03-12 11:29:30,2025-03-12 11:30:35,65,2,1,Z_CK,Z_CK,Z_CK,M,adult,True,2,11,1.0
J022745,2025-03-12 11:29:59,2025-03-12 11:30:35,36,2,2,Z_C2;Z_S1,Z_C2,Z_S1,M,adult,True,2,11,1.0
J022720,2025-03-12 11:28:40,2025-03-12 11:30:36,116,2,2,Z_C2;Z_S2,Z_C2,Z_S2,M,middle_aged,True,2,11,1.0
J022670,2025-03-12 11:26:16,2025-03-12 11:30:37,261,3,1,Z_S3,Z_S3,Z_S3,M,senior,True,2,11,1.0
J022709,2025-03-12 11:28:15,2025-03-12 11:30:39,144,3,3,Z_N7;Z_C2;Z_N10,Z_N7,Z_N10,F,middle_aged,True,2,11,1.0
J022710,2025-03-12 11:28:17,2025-03-12 11:30:39,142,2,2,Z_C1;Z_N9,Z_C1,Z_N9,F,middle_aged,True,2,11,1.0
J022750,2025-03-12 11:30:12,2025-03-12 11:30:41,29,3,1,Z_C3,Z_C3,Z_C3,F,child,True,2,11,1.0
J022741,2025-03-12 11:29:45,2025-03-12 11:30:44,59,2,2,Z_CK;Z_E1,Z_CK,Z_E1,M,young_adult,True,2,11,1.0
J022717,2025-03-12 11:28:29,2025-03-12 11:30:46,137,2,2,Z_S6;Z_C2,Z_S6,Z_C2,F,middle_aged,True,2,11,1.0
J022719,2025-03-12 11:28:40,2025-03-12 11:30:48,128,2,2,Z_S4;Z_N5,Z_S4,Z_N5,F,middle_aged,True,2,11,1.0
J022647,2025-03-12 11:24:48,2025-03-12 11:30:50,362,3,1,Z_N3,Z_N3,Z_N3,F,senior,True,2,11,1.0
J022754,2025-03-12 11:30:32,2025-03-12 11:30:51,19,5,3,Z_C2;Z_E2;Z_C1;Z_E2,Z_C2,Z_E2,M,adult,True,2,11,1.0
J022756,2025-03-12 11:30:35,2025-03-12 11:30:52,17,2,2,Z_E2;Z_C2,Z_E2,Z_C2,M,adult,True,2,11,1.0
J022737,2025-03-12 11:29:29,2025-03-12 11:31:01,92,2,2,Z_C3;Z_C1,Z_C3,Z_C1,F,adult,True,2,11,1.0
J022753,2025-03-12 11:30:22,2025-03-12 11:31:07,45,5,4,Z_E1;Z_C1;Z_E2;Z_S6;Z_E2,Z_E1,Z_E2,F,young_adult,True,2,11,1.0
J022735,2025-03-12 11:29:22,2025-03-12 11:31:07,105,4,3,Z_C1;Z_S3;Z_N10;Z_S3,Z_C1,Z_S3,M,teenager,True,2,11,1.0
J022738,2025-03-12 11:29:29,2025-03-12 11:31:08,99,2,1,Z_S6,Z_S6,Z_S6,F,adult,True,2,11,1.0
J022723,2025-03-12 11:28:47,2025-03-12 11:31:09,142,3,3,Z_S3;Z_S7;Z_C2,Z_S3,Z_C2,M,middle_aged,True,2,11,1.0
J022757,2025-03-12 11:30:42,2025-03-12 11:31:10,28,3,2,Z_C1;Z_S6;Z_C1,Z_C1,Z_C1,M,adult,True,2,11,1.0
J022765,2025-03-12 11:31:01,2025-03-12 11:31:14,13,2,2,Z_S6;Z_E1,Z_S6,Z_E1,M,adult,True,2,11,1.0
J022758,2025-03-12 11:30:44,2025-03-12 11:31:14,30,2,1,Z_C1,Z_C1,Z_C1,F,young_adult,True,2,11,1.0
J022746,2025-03-12 11:30:02,2025-03-12 11:31:16,74,2,2,Z_S3;Z_CK,Z_S3,Z_CK,M,teenager,True,2,11,1.0
